route,trip_id,Datetime,city,state,Latitude,Longitude
Phoenix_San Antonio,Trip_7,2022-04-04 14:55:19.285332,El Paso,Texas,31.8476,-106.43
San Francisco_Salt Lake City,Trip_8,2022-04-04 18:42:36.687877,Davis,California,38.5553,-121.737
Dallas_Salt Lake City,Trip_6,2022-04-04 18:45:30.077614,Oklahoma City,Oklahoma,35.4676,-97.5136
San Francisco_Salt Lake City,Trip_8,2022-04-04 22:25:53.635139,Vacaville,California,38.3587,-121.9673
Portland_Los Angeles,Trip_7,2022-04-05 04:10:19.689446,Redding,California,40.5698,-122.365
Chicago_Dallas,Trip_9,2022-04-05 04:36:41.438646,Rolla,Missouri,37.9459,-91.7607
Portland_Los Angeles,Trip_7,2022-04-05 10:13:03.110705,Chico,California,39.7578,-121.8161
San Francisco_Salt Lake City,Trip_8,2022-04-05 10:51:59.764945,Fairfield,California,38.2583,-122.0335
Phoenix_San Antonio,Trip_7,2022-04-05 13:25:06.154073,Van Horn,Texas,31.0407,-104.8341
Dallas_Salt Lake City,Trip_6,2022-04-05 13:31:52.047492,Denton,Texas,33.2175,-97.1418
San Francisco_Salt Lake City,Trip_9,2022-04-05 16:26:03.033680,San Francisco,California,37.7558,-122.4449
San Francisco_Salt Lake City,Trip_8,2022-04-05 16:26:03.033680,San Francisco,California,37.7558,-122.4449
Portland_Los Angeles,Trip_7,2022-04-05 22:02:00.699065,Sacramento,California,38.5677,-121.4685
Chicago_Dallas,Trip_9,2022-04-05 22:26:14.808538,Springfield,Missouri,37.1943,-93.2916
Dallas_Salt Lake City,Trip_7,2022-04-05 23:04:09.884196,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_6,2022-04-05 23:04:09.884196,Dallas,Texas,32.7935,-96.7667
Phoenix_San Antonio,Trip_7,2022-04-06 03:35:14.463145,Fort Stockton,Texas,30.8926,-102.8842
Portland_Los Angeles,Trip_7,2022-04-06 07:44:19.911128,Stockton,California,37.9765,-121.3109
San Francisco_Salt Lake City,Trip_9,2022-04-06 10:25:55.606865,Fairfield,California,38.2583,-122.0335
Dallas_Salt Lake City,Trip_7,2022-04-06 12:28:14.124139,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_7,2022-04-06 12:45:35.068961,Ozona,Texas,30.7074,-101.206
Chicago_Dallas,Trip_9,2022-04-06 14:47:25.490680,Joplin,Missouri,37.0757,-94.5018
San Francisco_Salt Lake City,Trip_9,2022-04-06 18:07:45.343829,Vacaville,California,38.3587,-121.9673
Portland_Los Angeles,Trip_7,2022-04-06 20:23:48.915406,Modesto,California,37.6375,-121.0028
Portland_Los Angeles,Trip_7,2022-04-07 00:19:28.966439,Merced,California,37.3057,-120.4779
San Francisco_Salt Lake City,Trip_9,2022-04-07 01:56:21.909791,Davis,California,38.5553,-121.737
Chicago_Dallas,Trip_9,2022-04-07 04:27:46.211019,Tulsa,Oklahoma,36.1283,-95.9042
Phoenix_San Antonio,Trip_7,2022-04-07 04:46:35.141078,Sonora,Texas,30.5707,-100.6423
San Francisco_Salt Lake City,Trip_9,2022-04-07 04:58:37.635013,Sacramento,California,38.5677,-121.4685
Phoenix_San Antonio,Trip_7,2022-04-07 08:01:17.608078,Junction,Texas,30.4906,-99.7726
Dallas_Salt Lake City,Trip_7,2022-04-07 12:26:22.105092,Oklahoma City,Oklahoma,35.4676,-97.5136
San Francisco_Salt Lake City,Trip_9,2022-04-07 15:55:49.006591,Auburn,California,38.895,-121.0777
Portland_Los Angeles,Trip_7,2022-04-07 16:46:06.810522,Fresno,California,36.783,-119.7939
Chicago_Dallas,Trip_9,2022-04-07 16:58:51.733377,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_7,2022-04-08 01:12:12.572398,Kerrville,Texas,30.0398,-99.132
San Francisco_Salt Lake City,Trip_9,2022-04-08 08:07:28.733577,Truckee,California,39.3455,-120.1848
Dallas_Salt Lake City,Trip_7,2022-04-08 10:24:21.532429,Wichita,Kansas,37.6895,-97.3443
Portland_Los Angeles,Trip_7,2022-04-08 11:13:22.293529,Bakersfield,California,35.3529,-119.0359
Phoenix_San Antonio,Trip_7,2022-04-08 15:53:42.082108,Boerne,Texas,29.7847,-98.7292
Chicago_Dallas,Trip_9,2022-04-08 16:29:59.770518,Denton,Texas,33.2175,-97.1418
San Francisco_Salt Lake City,Trip_9,2022-04-08 22:21:12.736396,Reno,Nevada,39.5497,-119.8483
Portland_Los Angeles,Trip_7,2022-04-09 02:23:19.160766,Santa Clarita,California,34.4175,-118.4964
Phoenix_San Antonio,Trip_7,2022-04-09 02:29:25.675169,San Antonio,Texas,29.4632,-98.5238
Dallas_Salt Lake City,Trip_7,2022-04-09 03:04:48.672716,Salina,Kansas,38.8136,-97.6143
Chicago_Dallas,Trip_9,2022-04-09 04:26:27.524294,Dallas,Texas,32.7935,-96.7667
Portland_Los Angeles,Trip_7,2022-04-09 08:26:40.366289,Los Angeles,California,34.1141,-118.4068
Chicago_Dallas,Trip_9,2022-04-09 09:22:09.125574,Dallas,Texas,32.7935,-96.7667
San Francisco_Salt Lake City,Trip_9,2022-04-09 12:53:15.735408,Fernley,Nevada,39.5627,-119.1906
Portland_Los Angeles,Trip_7,2022-04-09 13:11:00.574569,Los Angeles,California,34.1141,-118.4068
Portland_Los Angeles,Trip_7,2022-04-09 15:41:48.021930,Santa Clarita,California,34.4175,-118.4964
Chicago_Dallas,Trip_9,2022-04-09 17:11:36.917512,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_7,2022-04-09 17:16:48.338129,San Antonio,Texas,29.4632,-98.5238
Dallas_Salt Lake City,Trip_7,2022-04-09 20:41:44.660047,Hays,Kansas,38.8821,-99.3221
Phoenix_San Antonio,Trip_7,2022-04-09 22:36:34.686528,Boerne,Texas,29.7847,-98.7292
San Francisco_Salt Lake City,Trip_9,2022-04-10 00:27:53.557816,Winnemucca,Nevada,40.9645,-117.7247
Dallas_Salt Lake City,Trip_7,2022-04-10 06:13:35.163154,Colby,Kansas,39.3848,-101.0452
Portland_Los Angeles,Trip_7,2022-04-10 09:30:52.923848,Bakersfield,California,35.3529,-119.0359
San Francisco_Salt Lake City,Trip_9,2022-04-10 11:45:13.931763,Elko,Nevada,40.8381,-115.7678
Phoenix_San Antonio,Trip_7,2022-04-10 11:59:05.092973,Kerrville,Texas,30.0398,-99.132
Chicago_Dallas,Trip_9,2022-04-10 13:52:55.341239,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_7,2022-04-10 16:44:33.990651,Junction,Texas,30.4906,-99.7726
San Francisco_Salt Lake City,Trip_9,2022-04-10 18:37:14.592274,Wendover,Utah,40.7241,-114.025
Chicago_Dallas,Trip_9,2022-04-11 01:37:08.222326,Tulsa,Oklahoma,36.1283,-95.9042
Phoenix_San Antonio,Trip_7,2022-04-11 01:40:26.392862,Sonora,Texas,30.5707,-100.6423
Portland_Los Angeles,Trip_7,2022-04-11 02:02:29.802162,Fresno,California,36.783,-119.7939
San Francisco_Salt Lake City,Trip_9,2022-04-11 03:19:27.507990,Salt Lake City,Utah,40.7776,-111.9311
Dallas_Salt Lake City,Trip_7,2022-04-11 06:43:02.797552,Denver,Colorado,39.762,-104.8758
San Francisco_Salt Lake City,Trip_9,2022-04-11 07:33:04.349542,Salt Lake City,Utah,40.7776,-111.9311
Phoenix_San Antonio,Trip_7,2022-04-11 10:12:05.371947,Ozona,Texas,30.7074,-101.206
Chicago_Dallas,Trip_9,2022-04-11 11:04:37.814296,Joplin,Missouri,37.0757,-94.5018
Portland_Los Angeles,Trip_7,2022-04-11 12:08:55.563942,Merced,California,37.3057,-120.4779
Chicago_Dallas,Trip_9,2022-04-11 15:41:00.727591,Springfield,Missouri,37.1943,-93.2916
Portland_Los Angeles,Trip_7,2022-04-11 20:55:50.293611,Modesto,California,37.6375,-121.0028
Dallas_Salt Lake City,Trip_7,2022-04-11 23:05:42.174402,Cheyenne,Wyoming,41.135,-104.7902
Phoenix_San Antonio,Trip_7,2022-04-12 01:49:18.680294,Fort Stockton,Texas,30.8926,-102.8842
San Francisco_Salt Lake City,Trip_9,2022-04-12 03:24:42.067017,Wendover,Utah,40.7241,-114.025
Dallas_Salt Lake City,Trip_7,2022-04-12 04:22:57.981204,Laramie,Wyoming,41.3099,-105.6085
Chicago_Dallas,Trip_9,2022-04-12 09:16:43.654382,Rolla,Missouri,37.9459,-91.7607
San Francisco_Salt Lake City,Trip_9,2022-04-12 13:08:29.042963,Elko,Nevada,40.8381,-115.7678
Phoenix_San Antonio,Trip_7,2022-04-12 16:19:29.511358,Van Horn,Texas,31.0407,-104.8341
Chicago_Dallas,Trip_9,2022-04-12 23:03:05.509459,Springfield,Illinois,39.7709,-89.654
Dallas_Salt Lake City,Trip_7,2022-04-12 23:10:15.238338,Rawlins,Wyoming,41.7849,-107.2265
Portland_Los Angeles,Trip_7,2022-04-13 03:22:19.247922,Sacramento,California,38.5677,-121.4685
Phoenix_San Antonio,Trip_7,2022-04-13 05:30:55.094718,El Paso,Texas,31.8476,-106.43
Chicago_Dallas,Trip_9,2022-04-13 06:11:03.198896,Bloomington,Illinois,40.4757,-88.9703
San Francisco_Salt Lake City,Trip_9,2022-04-13 07:00:28.735279,Winnemucca,Nevada,40.9645,-117.7247
Chicago_Dallas,Trip_9,2022-04-13 15:43:28.129130,Chicago,Illinois,41.8375,-87.6866
Chicago_Dallas,Trip_10,2022-04-13 15:43:28.129130,Chicago,Illinois,41.8375,-87.6866
Dallas_Salt Lake City,Trip_7,2022-04-13 16:27:13.877219,Rock Springs,Wyoming,41.5947,-109.2209
Portland_Los Angeles,Trip_7,2022-04-13 21:49:12.799220,Chico,California,39.7578,-121.8161
Phoenix_San Antonio,Trip_7,2022-04-14 02:34:41.233377,Deming,New Mexico,32.2631,-107.7525
Dallas_Salt Lake City,Trip_7,2022-04-14 05:16:00.487711,Evanston,Wyoming,41.2602,-110.9646
San Francisco_Salt Lake City,Trip_9,2022-04-14 06:42:50.522839,Fernley,Nevada,39.5627,-119.1906
Portland_Los Angeles,Trip_7,2022-04-14 08:09:40.963908,Redding,California,40.5698,-122.365
Chicago_Dallas,Trip_10,2022-04-14 10:26:27.187586,Bloomington,Illinois,40.4757,-88.9703
San Francisco_Salt Lake City,Trip_9,2022-04-14 11:34:07.360931,Reno,Nevada,39.5497,-119.8483
Chicago_Dallas,Trip_10,2022-04-14 17:00:12.232450,Springfield,Illinois,39.7709,-89.654
Portland_Los Angeles,Trip_7,2022-04-14 21:13:36.038797,Yreka,California,41.7291,-122.6312
Phoenix_San Antonio,Trip_7,2022-04-14 21:15:24.060877,Lordsburg,New Mexico,32.3438,-108.7021
Dallas_Salt Lake City,Trip_7,2022-04-14 22:14:44.724068,Salt Lake City,Utah,40.7776,-111.9311
San Francisco_Salt Lake City,Trip_9,2022-04-15 10:05:08.778948,Auburn,California,38.895,-121.0777
Portland_Los Angeles,Trip_7,2022-04-15 11:52:47.903401,Ashland,Oregon,42.1905,-122.6992
Chicago_Dallas,Trip_10,2022-04-15 13:12:41.994935,St. Louis,Missouri,38.6359,-90.2451
Portland_Los Angeles,Trip_7,2022-04-15 13:41:06.373534,Medford,Oregon,42.3372,-122.854
Phoenix_San Antonio,Trip_7,2022-04-15 17:41:57.139013,Benson,Arizona,31.9157,-110.3257
San Francisco_Salt Lake City,Trip_9,2022-04-15 20:49:18.025098,Sacramento,California,38.5677,-121.4685
Dallas_Salt Lake City,Trip_7,2022-04-15 22:18:05.300756,Evanston,Wyoming,41.2602,-110.9646
Chicago_Dallas,Trip_10,2022-04-16 02:32:11.829910,Rolla,Missouri,37.9459,-91.7607
Portland_Los Angeles,Trip_7,2022-04-16 04:36:20.089158,Roseburg,Oregon,43.2231,-123.352
San Francisco_Salt Lake City,Trip_9,2022-04-16 06:06:00.175549,Davis,California,38.5553,-121.737
Dallas_Salt Lake City,Trip_7,2022-04-16 09:59:58.376030,Rock Springs,Wyoming,41.5947,-109.2209
Portland_Los Angeles,Trip_7,2022-04-16 12:39:30.358303,Eugene,Oregon,44.0564,-123.1174
San Francisco_Salt Lake City,Trip_9,2022-04-16 14:16:49.126627,Vacaville,California,38.3587,-121.9673
Phoenix_San Antonio,Trip_8,2022-04-16 18:18:41.199619,Phoenix,Arizona,33.5722,-112.0892
Phoenix_San Antonio,Trip_7,2022-04-16 18:18:41.199619,Phoenix,Arizona,33.5722,-112.0892
Portland_Los Angeles,Trip_7,2022-04-16 20:59:29.004783,Salem,Oregon,44.9233,-123.0244
Chicago_Dallas,Trip_10,2022-04-16 22:32:11.196451,Joplin,Missouri,37.0757,-94.5018
San Francisco_Salt Lake City,Trip_9,2022-04-17 02:07:14.150245,Fairfield,California,38.2583,-122.0335
Dallas_Salt Lake City,Trip_7,2022-04-17 05:21:55.799542,Rawlins,Wyoming,41.7849,-107.2265
Portland_Los Angeles,Trip_7,2022-04-17 06:48:26.114984,Portland,Oregon,45.5371,-122.65
Portland_Los Angeles,Trip_8,2022-04-17 06:48:26.114984,Portland,Oregon,45.5371,-122.65
Phoenix_San Antonio,Trip_8,2022-04-17 11:02:48.574607,Tucson,Arizona,32.1541,-110.8787
San Francisco_Salt Lake City,Trip_9,2022-04-17 17:02:45.216921,Oakland,California,37.7904,-122.2166
Chicago_Dallas,Trip_10,2022-04-17 18:28:26.371427,Tulsa,Oklahoma,36.1283,-95.9042
Portland_Los Angeles,Trip_8,2022-04-17 20:06:18.793337,Salem,Oregon,44.9233,-123.0244
Dallas_Salt Lake City,Trip_7,2022-04-17 20:35:43.451332,Laramie,Wyoming,41.3099,-105.6085
Phoenix_San Antonio,Trip_8,2022-04-17 23:46:08.374223,Benson,Arizona,31.9157,-110.3257
Phoenix_San Antonio,Trip_8,2022-04-18 03:28:39.895679,Willcox,Arizona,32.2515,-109.8359
San Francisco_Salt Lake City,Trip_9,2022-04-18 05:16:13.767543,San Francisco,California,37.7558,-122.4449
San Francisco_Salt Lake City,Trip_10,2022-04-18 05:16:13.767543,San Francisco,California,37.7558,-122.4449
Portland_Los Angeles,Trip_8,2022-04-18 09:29:19.661303,Eugene,Oregon,44.0564,-123.1174
Chicago_Dallas,Trip_10,2022-04-18 11:35:19.206484,Oklahoma City,Oklahoma,35.4676,-97.5136
San Francisco_Salt Lake City,Trip_10,2022-04-18 13:43:58.830017,Oakland,California,37.7904,-122.2166
Portland_Los Angeles,Trip_8,2022-04-18 14:20:46.820396,Roseburg,Oregon,43.2231,-123.352
Dallas_Salt Lake City,Trip_7,2022-04-18 14:37:23.882156,Cheyenne,Wyoming,41.135,-104.7902
Chicago_Dallas,Trip_10,2022-04-18 21:47:50.200698,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_8,2022-04-18 22:38:54.534831,Lordsburg,New Mexico,32.3438,-108.7021
Portland_Los Angeles,Trip_8,2022-04-18 23:37:34.597251,Medford,Oregon,42.3372,-122.854
San Francisco_Salt Lake City,Trip_10,2022-04-19 02:18:01.430458,Fairfield,California,38.2583,-122.0335
Chicago_Dallas,Trip_10,2022-04-19 03:35:19.448085,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_7,2022-04-19 04:24:32.330044,Denver,Colorado,39.762,-104.8758
San Francisco_Salt Lake City,Trip_10,2022-04-19 08:32:58.041965,Vacaville,California,38.3587,-121.9673
Portland_Los Angeles,Trip_8,2022-04-19 11:02:48.561031,Ashland,Oregon,42.1905,-122.6992
Chicago_Dallas,Trip_10,2022-04-19 11:36:17.058293,Dallas,Texas,32.7935,-96.7667
Phoenix_San Antonio,Trip_8,2022-04-19 12:48:54.285101,Deming,New Mexico,32.2631,-107.7525
San Francisco_Salt Lake City,Trip_10,2022-04-19 13:30:52.080661,Davis,California,38.5553,-121.737
Chicago_Dallas,Trip_10,2022-04-19 16:20:26.019699,Denton,Texas,33.2175,-97.1418
Dallas_Salt Lake City,Trip_7,2022-04-19 20:54:32.554693,Colby,Kansas,39.3848,-101.0452
San Francisco_Salt Lake City,Trip_10,2022-04-19 21:25:28.837587,Sacramento,California,38.5677,-121.4685
Phoenix_San Antonio,Trip_8,2022-04-19 22:08:41.280896,Las Cruces,New Mexico,32.3265,-106.7893
Portland_Los Angeles,Trip_8,2022-04-19 22:20:30.594616,Yreka,California,41.7291,-122.6312
San Francisco_Salt Lake City,Trip_10,2022-04-20 00:54:37.817466,Auburn,California,38.895,-121.0777
Phoenix_San Antonio,Trip_8,2022-04-20 04:36:10.689744,El Paso,Texas,31.8476,-106.43
Dallas_Salt Lake City,Trip_7,2022-04-20 09:38:04.646939,Hays,Kansas,38.8821,-99.3221
Portland_Los Angeles,Trip_8,2022-04-20 09:40:08.759821,Redding,California,40.5698,-122.365
San Francisco_Salt Lake City,Trip_10,2022-04-20 13:04:28.825135,Truckee,California,39.3455,-120.1848
Phoenix_San Antonio,Trip_8,2022-04-20 13:26:47.298259,Van Horn,Texas,31.0407,-104.8341
Portland_Los Angeles,Trip_8,2022-04-20 16:20:39.536482,Chico,California,39.7578,-121.8161
Chicago_Dallas,Trip_10,2022-04-20 23:48:17.347625,Tulsa,Oklahoma,36.1283,-95.9042
San Francisco_Salt Lake City,Trip_10,2022-04-21 02:21:43.073143,Reno,Nevada,39.5497,-119.8483
Dallas_Salt Lake City,Trip_7,2022-04-21 02:22:47.188146,Salina,Kansas,38.8136,-97.6143
Portland_Los Angeles,Trip_8,2022-04-21 09:22:30.905562,Sacramento,California,38.5677,-121.4685
Chicago_Dallas,Trip_10,2022-04-21 11:15:00.839260,Joplin,Missouri,37.0757,-94.5018
Phoenix_San Antonio,Trip_8,2022-04-21 12:24:17.485166,Fort Stockton,Texas,30.8926,-102.8842
San Francisco_Salt Lake City,Trip_10,2022-04-21 14:13:14.209374,Fernley,Nevada,39.5627,-119.1906
Dallas_Salt Lake City,Trip_7,2022-04-21 18:08:51.596676,Wichita,Kansas,37.6895,-97.3443
Portland_Los Angeles,Trip_8,2022-04-21 20:53:28.135720,Stockton,California,37.9765,-121.3109
San Francisco_Salt Lake City,Trip_10,2022-04-21 23:45:49.086329,Winnemucca,Nevada,40.9645,-117.7247
Chicago_Dallas,Trip_10,2022-04-22 02:21:22.784492,Springfield,Missouri,37.1943,-93.2916
Phoenix_San Antonio,Trip_8,2022-04-22 02:59:58.603828,Ozona,Texas,30.7074,-101.206
Portland_Los Angeles,Trip_8,2022-04-22 03:36:52.016464,Modesto,California,37.6375,-121.0028
Phoenix_San Antonio,Trip_8,2022-04-22 05:25:12.394595,Sonora,Texas,30.5707,-100.6423
Chicago_Dallas,Trip_10,2022-04-22 09:10:07.703493,Rolla,Missouri,37.9459,-91.7607
Dallas_Salt Lake City,Trip_7,2022-04-22 14:01:44.175615,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_8,2022-04-22 18:05:36.982521,Junction,Texas,30.4906,-99.7726
Portland_Los Angeles,Trip_8,2022-04-23 01:49:52.333866,Fresno,California,36.783,-119.7939
Chicago_Dallas,Trip_10,2022-04-23 01:49:52.733911,St. Louis,Missouri,38.6359,-90.2451
Phoenix_San Antonio,Trip_8,2022-04-23 06:06:47.423903,Kerrville,Texas,30.0398,-99.132
San Francisco_Salt Lake City,Trip_10,2022-04-23 06:44:57.350937,Wendover,Utah,40.7241,-114.025
Portland_Los Angeles,Trip_8,2022-04-23 09:26:21.290794,Bakersfield,California,35.3529,-119.0359
Dallas_Salt Lake City,Trip_7,2022-04-23 10:46:19.275434,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_8,2022-04-23 15:11:11.347849,Boerne,Texas,29.7847,-98.7292
Dallas_Salt Lake City,Trip_8,2022-04-23 15:29:00.618255,Dallas,Texas,32.7935,-96.7667
Dallas_Salt Lake City,Trip_7,2022-04-23 15:29:00.618255,Dallas,Texas,32.7935,-96.7667
Portland_Los Angeles,Trip_8,2022-04-23 19:29:29.236808,Santa Clarita,California,34.4175,-118.4964
Chicago_Dallas,Trip_10,2022-04-23 22:07:34.590725,Springfield,Illinois,39.7709,-89.654
Dallas_Salt Lake City,Trip_8,2022-04-23 23:28:11.898769,Denton,Texas,33.2175,-97.1418
Portland_Los Angeles,Trip_8,2022-04-24 00:57:32.934626,Los Angeles,California,34.1141,-118.4068
Phoenix_San Antonio,Trip_8,2022-04-24 02:04:06.225478,San Antonio,Texas,29.4632,-98.5238
Phoenix_San Antonio,Trip_8,2022-04-24 02:52:28.796733,San Antonio,Texas,29.4632,-98.5238
Portland_Los Angeles,Trip_8,2022-04-24 03:29:33.423746,Los Angeles,California,34.1141,-118.4068
Chicago_Dallas,Trip_10,2022-04-24 09:13:36.387031,Bloomington,Illinois,40.4757,-88.9703
San Francisco_Salt Lake City,Trip_10,2022-04-24 11:41:57.600661,Wendover,Utah,40.7241,-114.025
Dallas_Salt Lake City,Trip_8,2022-04-24 14:43:26.507333,Oklahoma City,Oklahoma,35.4676,-97.5136
Phoenix_San Antonio,Trip_8,2022-04-24 18:59:07.272043,Boerne,Texas,29.7847,-98.7292
Portland_Los Angeles,Trip_8,2022-04-25 01:24:25.375256,Bakersfield,California,35.3529,-119.0359
Chicago_Dallas,Trip_11,2022-04-25 07:13:30.284322,Chicago,Illinois,41.8375,-87.6866
Chicago_Dallas,Trip_10,2022-04-25 07:13:30.284322,Chicago,Illinois,41.8375,-87.6866
San Francisco_Salt Lake City,Trip_10,2022-04-25 08:24:06.441665,Elko,Nevada,40.8381,-115.7678
Phoenix_San Antonio,Trip_8,2022-04-25 11:48:32.826663,Kerrville,Texas,30.0398,-99.132
Phoenix_San Antonio,Trip_8,2022-04-25 15:14:44.594309,Junction,Texas,30.4906,-99.7726
Dallas_Salt Lake City,Trip_8,2022-04-25 15:38:32.860662,Wichita,Kansas,37.6895,-97.3443
San Francisco_Salt Lake City,Trip_10,2022-04-25 16:23:50.849860,Winnemucca,Nevada,40.9645,-117.7247
Chicago_Dallas,Trip_11,2022-04-25 17:37:24.332818,Bloomington,Illinois,40.4757,-88.9703
Portland_Los Angeles,Trip_8,2022-04-25 19:16:07.233668,Fresno,California,36.783,-119.7939
Dallas_Salt Lake City,Trip_8,2022-04-26 02:05:20.658801,Salina,Kansas,38.8136,-97.6143
Phoenix_San Antonio,Trip_8,2022-04-26 04:24:42.282280,Sonora,Texas,30.5707,-100.6423
Portland_Los Angeles,Trip_8,2022-04-26 07:19:57.161837,Merced,California,37.3057,-120.4779
Chicago_Dallas,Trip_11,2022-04-26 08:55:44.971288,Springfield,Illinois,39.7709,-89.654
Dallas_Salt Lake City,Trip_8,2022-04-26 11:48:53.114017,Hays,Kansas,38.8821,-99.3221
San Francisco_Salt Lake City,Trip_10,2022-04-26 12:38:06.308132,Reno,Nevada,39.5497,-119.8483
Portland_Los Angeles,Trip_8,2022-04-26 17:54:09.397946,Modesto,California,37.6375,-121.0028
Phoenix_San Antonio,Trip_8,2022-04-26 18:09:53.977616,Ozona,Texas,30.7074,-101.206
San Francisco_Salt Lake City,Trip_10,2022-04-26 18:28:33.129347,Truckee,California,39.3455,-120.1848
Chicago_Dallas,Trip_11,2022-04-26 22:53:20.819281,St. Louis,Missouri,38.6359,-90.2451
Dallas_Salt Lake City,Trip_8,2022-04-26 23:48:02.756391,Colby,Kansas,39.3848,-101.0452
Portland_Los Angeles,Trip_8,2022-04-27 01:16:00.018933,Stockton,California,37.9765,-121.3109
Chicago_Dallas,Trip_11,2022-04-27 09:55:45.310360,Rolla,Missouri,37.9459,-91.7607
Phoenix_San Antonio,Trip_8,2022-04-27 10:37:23.847394,Fort Stockton,Texas,30.8926,-102.8842
San Francisco_Salt Lake City,Trip_10,2022-04-27 13:31:06.667292,Auburn,California,38.895,-121.0777
Chicago_Dallas,Trip_11,2022-04-27 16:18:07.889481,Springfield,Missouri,37.1943,-93.2916
Chicago_Dallas,Trip_11,2022-04-27 23:20:36.753657,Joplin,Missouri,37.0757,-94.5018
Phoenix_San Antonio,Trip_8,2022-04-27 23:38:14.876160,Van Horn,Texas,31.0407,-104.8341
Portland_Los Angeles,Trip_8,2022-04-28 00:07:54.268961,Chico,California,39.7578,-121.8161
San Francisco_Salt Lake City,Trip_10,2022-04-28 01:27:49.620329,Sacramento,California,38.5677,-121.4685
Dallas_Salt Lake City,Trip_8,2022-04-28 02:40:25.018535,Denver,Colorado,39.762,-104.8758
Dallas_Salt Lake City,Trip_8,2022-04-28 09:26:11.909083,Cheyenne,Wyoming,41.135,-104.7902
San Francisco_Salt Lake City,Trip_10,2022-04-28 11:28:33.190953,Davis,California,38.5553,-121.737
Phoenix_San Antonio,Trip_8,2022-04-28 18:43:02.319344,El Paso,Texas,31.8476,-106.43
Chicago_Dallas,Trip_11,2022-04-28 21:01:19.136260,Tulsa,Oklahoma,36.1283,-95.9042
San Francisco_Salt Lake City,Trip_10,2022-04-28 21:58:47.718775,Vacaville,California,38.3587,-121.9673
Dallas_Salt Lake City,Trip_8,2022-04-29 01:53:49.017422,Laramie,Wyoming,41.3099,-105.6085
Portland_Los Angeles,Trip_8,2022-04-29 03:35:11.840826,Yreka,California,41.7291,-122.6312
Phoenix_San Antonio,Trip_8,2022-04-29 08:48:25.903551,Las Cruces,New Mexico,32.3265,-106.7893
San Francisco_Salt Lake City,Trip_10,2022-04-29 10:27:08.818434,Fairfield,California,38.2583,-122.0335
Dallas_Salt Lake City,Trip_8,2022-04-29 13:07:31.697162,Rawlins,Wyoming,41.7849,-107.2265
Portland_Los Angeles,Trip_8,2022-04-29 13:37:31.711038,Ashland,Oregon,42.1905,-122.6992
Phoenix_San Antonio,Trip_8,2022-04-29 14:13:07.424439,Deming,New Mexico,32.2631,-107.7525
San Francisco_Salt Lake City,Trip_10,2022-04-29 18:33:41.946957,Oakland,California,37.7904,-122.2166
Phoenix_San Antonio,Trip_8,2022-04-29 19:19:20.448689,Lordsburg,New Mexico,32.3438,-108.7021
Dallas_Salt Lake City,Trip_8,2022-04-29 19:26:38.814820,Rock Springs,Wyoming,41.5947,-109.2209
Phoenix_San Antonio,Trip_8,2022-04-30 01:04:27.132587,Willcox,Arizona,32.2515,-109.8359
San Francisco_Salt Lake City,Trip_11,2022-04-30 02:49:28.778375,San Francisco,California,37.7558,-122.4449
San Francisco_Salt Lake City,Trip_10,2022-04-30 02:49:28.778375,San Francisco,California,37.7558,-122.4449
Portland_Los Angeles,Trip_8,2022-04-30 03:47:09.005876,Medford,Oregon,42.3372,-122.854
San Francisco_Salt Lake City,Trip_11,2022-04-30 06:09:10.325857,Oakland,California,37.7904,-122.2166
Dallas_Salt Lake City,Trip_8,2022-04-30 07:40:15.812219,Evanston,Wyoming,41.2602,-110.9646
Chicago_Dallas,Trip_11,2022-04-30 09:53:18.678296,Denton,Texas,33.2175,-97.1418
Phoenix_San Antonio,Trip_8,2022-04-30 12:52:12.202560,Benson,Arizona,31.9157,-110.3257
Chicago_Dallas,Trip_11,2022-04-30 15:44:41.136044,Dallas,Texas,32.7935,-96.7667
Phoenix_San Antonio,Trip_8,2022-04-30 16:41:22.236067,Tucson,Arizona,32.1541,-110.8787
Portland_Los Angeles,Trip_8,2022-04-30 20:01:29.495546,Roseburg,Oregon,43.2231,-123.352
San Francisco_Salt Lake City,Trip_11,2022-04-30 22:49:15.532824,Fairfield,California,38.2583,-122.0335
Dallas_Salt Lake City,Trip_8,2022-05-01 00:54:39.071406,Salt Lake City,Utah,40.7776,-111.9311
Chicago_Dallas,Trip_11,2022-05-01 03:14:55.702243,Dallas,Texas,32.7935,-96.7667
Portland_Los Angeles,Trip_8,2022-05-01 04:05:10.686264,Eugene,Oregon,44.0564,-123.1174
San Francisco_Salt Lake City,Trip_11,2022-05-01 06:51:36.718634,Vacaville,California,38.3587,-121.9673
